"Sr.","Direction","Stop Name Marathi","stop_name","stop_id","stop_lat","stop_lon","zone_id"
1070,"UP","वाडीया कॉलेज","Wadia College","WACOL2",18.5348026,73.8807987,"WACOL2"
1071,"Down","वाडीया कॉलेज","Wadia College","WACOL1",18.5348026,73.8807987,"WACOL1"
1072,"UP","वाघोली","Wagholi","WAGHO2",18.580635,73.982403,"WAGHO2"
1073,"Down","वाघोली","Wagholi","WAGHO1",18.57855,73.98067,"WAGHO1"
1074,"UP","वाकड चौक","Wakad Chowk","WACHO2",18.59235273,73.76171764,"WACHO2"
1075,"Down","वाकड चौक","Wakad Chowk","WACHO1",18.59242873,73.76177095,"WACHO1"
1076,"UP","वाकड फाटा","Wakad Phata","WAPHA2",18.587657,73.789301,"WAPHA2"
1077,"Down","वाकड फाटा","Wakad Phata","WAPHA1",18.587935,73.789569,"WAPHA1"
1078,"UP","वाल्हेकरवाडी फाटा","Walhekarwadi Corner","WACOR2",18.631269,73.777072,"WACOR2"
1079,"Down","वाल्हेकर वाडी फाटा","Walhekarwadi Corner","WACOR1",18.631118,73.777063,"WACOR1"
1080,"UP","वाळके वस्ती","Walkevasti","WALKE2",18.640867,74.050376,"WALKE2"
1081,"Down","वाळकेवस्ती","Walkevasti","WALKE1",18.640867,74.050376,"WALKE1"
1082,"UP","वारजे माळवाडी","Warje Malwadi","WAMAL2",18.475793,73.795668,"WAMAL2"
1083,"Down","वारजे माळवाडी","Warje Malwadi","WAMAL1",18.475702,73.795807,"WAMAL1"
1084,"UP","वारजेगाव","Warjegaon","WARJE2",18.480776,73.806063,"WARJE2"
1085,"Down","वारजेगाव","Warjegaon","WARJE1",18.480536,73.806007,"WARJE1"
1086,"UP","वेस्टएंड ","Westend","WESTE2",18.518702,73.878014,"WESTE2"
1087,"Down","वेस्टएंड ","Westend","WESTE1",18.518785,73.878403,"WESTE1"
1088,"UP","विप्रो कंपनी सर्कल","Wipro Company Circle","WICOC2",18.596687,73.718211,"WICOC2"
1089,"Down","विप्रो कंपनी सर्कल","Wipro Company Circle","WICOC1",18.596858,73.717895,"WICOC1"
1090,"UP","वायरलेस कॉलनी","Wireless Colony","WICOL2",18.599787,73.87306,"WICOL2"
1091,"Down","वायरलेस कॉलनी","Wireless Colony","WICOL1",18.599792,73.873165,"WICOL1"
1092,"UP","यमुनानगर","Yamunanagar","YAMUN2",18.664069,73.787084,"YAMUN2"
1093,"Down","यमुनानगर","Yamunanagar","YAMUN1",18.663982,73.787114,"YAMUN1"
1094,"UP","यशवंतनगर खराडी","Yashwantnagar Kharadi","YAKHA2",18.55375,73.935811,"YAKHA2"
1095,"Down","यशवंतनगर खराडी","Yashwantnagar Kharadi","YAKHA1",18.553868,73.935716,"YAKHA1"
1096,"UP","यशवंतनगर टेल्को रोड ","Yashwantnagar Telco Road","YATER2",18.641341,73.821891,"YATER2"
1097,"Down","यशवंतनगर टेल्को रोड ","Yashwantnagar Telco Road","YATER1",18.641,73.822628,"YATER1"
1098,"UP","यशवंतराव चव्हाण नाट्यगृह","Yashwantrao Chavan Natyagruha","YACHN2",18.502264,73.812957,"YACHN2"
1099,"Down","यशवंतराव चव्हाण नाट्यगृह","Yashwantrao Chavan Natyagruha","YACHN1",18.502126,73.812775,"YACHN1"
1100,"UP","येरवडा","Yerawada","YERAW2",18.545252,73.885668,"YERAW2"
1101,"Down","येरवडा","Yerawada","YERAW1",18.545218,73.885535,"YERAW1"
1102,"UP","येरवडगाव","Yerawadagaon","YERAG2",18.544671,73.882517,"YERAG2"
1103,"Down","येरवडगाव","Yerawadagaon","YERAG1",18.545053,73.882978,"YERAG1"
1104,"UP","येरवडा पोस्ट ऑफिस","Yerwada Post Office","YEPOO1",18.559306,73.891414,"YEPOO1"
1105,"Down","येरवडा पोस्ट ऑफिस","Yerwada Post Office","YEPOO2",18.559866,73.891774,"YEPOO2"
